location,temperature,feels_like,humidity,weather,description,wind_speed,rain,alerts,forecast,timestamp
Colombo,25.58,26.6,92,Clouds,overcast clouds,4.99,0.0,[],"[{""time"": ""2025-12-09T23:30:00"", ""temperature"": 25.58, ""feels_like"": 26.57, ""humidity"": 91, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 4.89, ""wind_deg"": 37, ""precipitation"": 100, ""rain"": 0.65, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T02:30:00"", ""temperature"": 25.32, ""feels_like"": 26.26, ""humidity"": 90, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 4.59, ""wind_deg"": 24, ""precipitation"": 30.0, ""rain"": 0.11, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T05:30:00"", ""temperature"": 25, ""feels_like"": 25.88, ""humidity"": 89, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 5.56, ""wind_deg"": 18, ""precipitation"": 68.0, ""rain"": 1.02, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T08:30:00"", ""temperature"": 25.42, ""feels_like"": 26.24, ""humidity"": 85, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 6.71, ""wind_deg"": 20, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 99}, {""time"": ""2025-12-10T11:30:00"", ""temperature"": 28.81, ""feels_like"": 32.49, ""humidity"": 71, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""broken clouds"", ""weather_id"": 803, ""weather_icon"": ""04d"", ""wind_speed"": 4.98, ""wind_deg"": 8, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 78}, {""time"": ""2025-12-10T14:30:00"", ""temperature"": 28.33, ""feels_like"": 32.43, ""humidity"": 77, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 6.61, ""wind_deg"": 2, ""precipitation"": 100, ""rain"": 2.62, ""snow"": 0, ""clouds"": 95}, {""time"": ""2025-12-10T17:30:00"", ""temperature"": 26.93, ""feels_like"": 29.77, ""humidity"": 82, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10d"", ""wind_speed"": 7.56, ""wind_deg"": 10, ""precipitation"": 100, ""rain"": 4.73, ""snow"": 0, ""clouds"": 94}, {""time"": ""2025-12-10T20:30:00"", ""temperature"": 25.62, ""feels_like"": 26.46, ""humidity"": 85, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 6.78, ""wind_deg"": 35, ""precipitation"": 84.0, ""rain"": 1.16, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T23:30:00"", ""temperature"": 24.82, ""feels_like"": 25.66, ""humidity"": 88, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 4.87, ""wind_deg"": 38, ""precipitation"": 93.0, ""rain"": 0.66, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T02:30:00"", ""temperature"": 24.56, ""feels_like"": 25.34, ""humidity"": 87, ""pressure"": 1010, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 5.05, ""wind_deg"": 27, ""precipitation"": 35.0, ""rain"": 0.31, ""snow"": 0, ""clouds"": 99}, {""time"": ""2025-12-11T05:30:00"", ""temperature"": 24.42, ""feels_like"": 25.24, ""humidity"": 89, ""pressure"": 1010, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 5.64, ""wind_deg"": 24, ""precipitation"": 45.0, ""rain"": 0.6, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T08:30:00"", ""temperature"": 25.18, ""feels_like"": 26, ""humidity"": 86, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""broken clouds"", ""weather_id"": 803, ""weather_icon"": ""04d"", ""wind_speed"": 6.84, ""wind_deg"": 17, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 75}, {""time"": ""2025-12-11T11:30:00"", ""temperature"": 27.02, ""feels_like"": 29.6, ""humidity"": 78, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""broken clouds"", ""weather_id"": 803, ""weather_icon"": ""04d"", ""wind_speed"": 5.39, ""wind_deg"": 1, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 75}, {""time"": ""2025-12-11T14:30:00"", ""temperature"": 27.73, ""feels_like"": 31.16, ""humidity"": 78, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 8.25, ""wind_deg"": 355, ""precipitation"": 84.0, ""rain"": 1.22, ""snow"": 0, ""clouds"": 48}, {""time"": ""2025-12-11T17:30:00"", ""temperature"": 26.44, ""feels_like"": 26.44, ""humidity"": 83, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 7.37, ""wind_deg"": 7, ""precipitation"": 90.0, ""rain"": 2.99, ""snow"": 0, ""clouds"": 65}, {""time"": ""2025-12-11T20:30:00"", ""temperature"": 25.31, ""feels_like"": 26.17, ""humidity"": 87, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 8.46, ""wind_deg"": 19, ""precipitation"": 59.0, ""rain"": 0.76, ""snow"": 0, ""clouds"": 100}]",2025-12-09 22:47:07.726972
Gampaha,24.96,26.12,100,Clouds,scattered clouds,2.57,0.0,[],"[{""time"": ""2025-12-09T23:30:00"", ""temperature"": 24.96, ""feels_like"": 26.12, ""humidity"": 100, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 2.16, ""wind_deg"": 33, ""precipitation"": 100, ""rain"": 2.61, ""snow"": 0, ""clouds"": 40}, {""time"": ""2025-12-10T02:30:00"", ""temperature"": 24.38, ""feels_like"": 25.46, ""humidity"": 99, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 2.1, ""wind_deg"": 14, ""precipitation"": 62.0, ""rain"": 0.46, ""snow"": 0, ""clouds"": 60}, {""time"": ""2025-12-10T05:30:00"", ""temperature"": 23.47, ""feels_like"": 24.43, ""humidity"": 98, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""broken clouds"", ""weather_id"": 803, ""weather_icon"": ""04n"", ""wind_speed"": 2.23, ""wind_deg"": 15, ""precipitation"": 9.0, ""rain"": 0, ""snow"": 0, ""clouds"": 80}, {""time"": ""2025-12-10T08:30:00"", ""temperature"": 24.94, ""feels_like"": 25.81, ""humidity"": 89, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 3.32, ""wind_deg"": 19, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T11:30:00"", ""temperature"": 30.76, ""feels_like"": 34.34, ""humidity"": 60, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 3.23, ""wind_deg"": 22, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 91}, {""time"": ""2025-12-10T14:30:00"", ""temperature"": 29.04, ""feels_like"": 33.59, ""humidity"": 74, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 3.68, ""wind_deg"": 16, ""precipitation"": 97.0, ""rain"": 2.68, ""snow"": 0, ""clouds"": 90}, {""time"": ""2025-12-10T17:30:00"", ""temperature"": 25.48, ""feels_like"": 26.3, ""humidity"": 85, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10d"", ""wind_speed"": 4.37, ""wind_deg"": 6, ""precipitation"": 96.0, ""rain"": 3.58, ""snow"": 0, ""clouds"": 95}, {""time"": ""2025-12-10T20:30:00"", ""temperature"": 23.97, ""feels_like"": 24.8, ""humidity"": 91, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 3.24, ""wind_deg"": 35, ""precipitation"": 64.0, ""rain"": 0.78, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T23:30:00"", ""temperature"": 23.42, ""feels_like"": 24.25, ""humidity"": 93, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 2.06, ""wind_deg"": 27, ""precipitation"": 79.0, ""rain"": 1.37, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T02:30:00"", ""temperature"": 23.03, ""feels_like"": 23.82, ""humidity"": 93, ""pressure"": 1010, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 2.23, ""wind_deg"": 20, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T05:30:00"", ""temperature"": 22.84, ""feels_like"": 23.63, ""humidity"": 94, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 2.26, ""wind_deg"": 20, ""precipitation"": 36.0, ""rain"": 0.13, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T08:30:00"", ""temperature"": 24.08, ""feels_like"": 24.89, ""humidity"": 90, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 3.2, ""wind_deg"": 16, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 86}, {""time"": ""2025-12-11T11:30:00"", ""temperature"": 29.03, ""feels_like"": 32.25, ""humidity"": 67, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 2.78, ""wind_deg"": 9, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 90}, {""time"": ""2025-12-11T14:30:00"", ""temperature"": 29, ""feels_like"": 32.73, ""humidity"": 70, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 4.55, ""wind_deg"": 7, ""precipitation"": 93.0, ""rain"": 1.66, ""snow"": 0, ""clouds"": 62}, {""time"": ""2025-12-11T17:30:00"", ""temperature"": 25.36, ""feels_like"": 26.22, ""humidity"": 87, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 3.82, ""wind_deg"": 6, ""precipitation"": 91.0, ""rain"": 2.18, ""snow"": 0, ""clouds"": 76}, {""time"": ""2025-12-11T20:30:00"", ""temperature"": 23.86, ""feels_like"": 24.68, ""humidity"": 91, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 4.55, ""wind_deg"": 19, ""precipitation"": 45.0, ""rain"": 0.25, ""snow"": 0, ""clouds"": 100}]",2025-12-09 22:47:07.730525
Kalutara,24.88,25.77,90,Clouds,overcast clouds,3.8,0.0,[],"[{""time"": ""2025-12-09T23:30:00"", ""temperature"": 24.76, ""feels_like"": 25.64, ""humidity"": 90, ""pressure"": 1012, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 3.31, ""wind_deg"": 36, ""precipitation"": 83.0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T02:30:00"", ""temperature"": 24.66, ""feels_like"": 25.53, ""humidity"": 90, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 2.79, ""wind_deg"": 27, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T05:30:00"", ""temperature"": 24.47, ""feels_like"": 25.32, ""humidity"": 90, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 2.87, ""wind_deg"": 13, ""precipitation"": 43.0, ""rain"": 0.46, ""snow"": 0, ""clouds"": 99}, {""time"": ""2025-12-10T08:30:00"", ""temperature"": 25.73, ""feels_like"": 26.55, ""humidity"": 84, ""pressure"": 1012, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 3.43, ""wind_deg"": 16, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 97}, {""time"": ""2025-12-10T11:30:00"", ""temperature"": 29.24, ""feels_like"": 32.87, ""humidity"": 68, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.95, ""wind_deg"": 337, ""precipitation"": 20.0, ""rain"": 0.11, ""snow"": 0, ""clouds"": 90}, {""time"": ""2025-12-10T14:30:00"", ""temperature"": 28.01, ""feels_like"": 31.67, ""humidity"": 77, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 3.13, ""wind_deg"": 306, ""precipitation"": 100, ""rain"": 2.99, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T17:30:00"", ""temperature"": 26.57, ""feels_like"": 26.57, ""humidity"": 83, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10d"", ""wind_speed"": 2.31, ""wind_deg"": 10, ""precipitation"": 100, ""rain"": 6.75, ""snow"": 0, ""clouds"": 99}, {""time"": ""2025-12-10T20:30:00"", ""temperature"": 24.65, ""feels_like"": 25.6, ""humidity"": 93, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10n"", ""wind_speed"": 2.85, ""wind_deg"": 58, ""precipitation"": 100, ""rain"": 5.79, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T23:30:00"", ""temperature"": 24.46, ""feels_like"": 25.34, ""humidity"": 91, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 0.6, ""wind_deg"": 102, ""precipitation"": 100, ""rain"": 2.4, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T02:30:00"", ""temperature"": 24.3, ""feels_like"": 25.16, ""humidity"": 91, ""pressure"": 1010, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 1.4, ""wind_deg"": 347, ""precipitation"": 100, ""rain"": 1.79, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T05:30:00"", ""temperature"": 23.92, ""feels_like"": 24.77, ""humidity"": 92, ""pressure"": 1010, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 3.36, ""wind_deg"": 11, ""precipitation"": 100, ""rain"": 1.38, ""snow"": 0, ""clouds"": 94}, {""time"": ""2025-12-11T08:30:00"", ""temperature"": 25.45, ""feels_like"": 26.27, ""humidity"": 85, ""pressure"": 1012, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 4.1, ""wind_deg"": 13, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 87}, {""time"": ""2025-12-11T11:30:00"", ""temperature"": 28.02, ""feels_like"": 30.84, ""humidity"": 71, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""broken clouds"", ""weather_id"": 803, ""weather_icon"": ""04d"", ""wind_speed"": 3.67, ""wind_deg"": 353, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 67}, {""time"": ""2025-12-11T14:30:00"", ""temperature"": 28.15, ""feels_like"": 31.84, ""humidity"": 76, ""pressure"": 1008, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10d"", ""wind_speed"": 4.19, ""wind_deg"": 345, ""precipitation"": 100, ""rain"": 3.13, ""snow"": 0, ""clouds"": 71}, {""time"": ""2025-12-11T17:30:00"", ""temperature"": 26.11, ""feels_like"": 26.11, ""humidity"": 85, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10d"", ""wind_speed"": 4.2, ""wind_deg"": 19, ""precipitation"": 100, ""rain"": 8.14, ""snow"": 0, ""clouds"": 86}, {""time"": ""2025-12-11T20:30:00"", ""temperature"": 24.67, ""feels_like"": 25.59, ""humidity"": 92, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""moderate rain"", ""weather_id"": 501, ""weather_icon"": ""10n"", ""wind_speed"": 4.95, ""wind_deg"": 12, ""precipitation"": 100, ""rain"": 7.32, ""snow"": 0, ""clouds"": 100}]",2025-12-09 22:47:07.733252
Kandy,21.01,21.75,99,Clouds,overcast clouds,1.35,0.0,[],"[{""time"": ""2025-12-09T23:30:00"", ""temperature"": 20.74, ""feels_like"": 21.45, ""humidity"": 99, ""pressure"": 1014, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 1.45, ""wind_deg"": 86, ""precipitation"": 100, ""rain"": 1.02, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T02:30:00"", ""temperature"": 20.54, ""feels_like"": 21.21, ""humidity"": 98, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 1.85, ""wind_deg"": 97, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T05:30:00"", ""temperature"": 20.27, ""feels_like"": 20.91, ""humidity"": 98, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 1.62, ""wind_deg"": 94, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T08:30:00"", ""temperature"": 22.74, ""feels_like"": 23.39, ""humidity"": 89, ""pressure"": 1014, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 1.73, ""wind_deg"": 83, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 92}, {""time"": ""2025-12-10T11:30:00"", ""temperature"": 25, ""feels_like"": 25.62, ""humidity"": 79, ""pressure"": 1013, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.94, ""wind_deg"": 70, ""precipitation"": 44.0, ""rain"": 0.5, ""snow"": 0, ""clouds"": 87}, {""time"": ""2025-12-10T14:30:00"", ""temperature"": 24.16, ""feels_like"": 24.93, ""humidity"": 88, ""pressure"": 1010, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.81, ""wind_deg"": 65, ""precipitation"": 100, ""rain"": 2.97, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T17:30:00"", ""temperature"": 21.7, ""feels_like"": 22.46, ""humidity"": 97, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.89, ""wind_deg"": 91, ""precipitation"": 100, ""rain"": 1.62, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T20:30:00"", ""temperature"": 20.54, ""feels_like"": 21.23, ""humidity"": 99, ""pressure"": 1014, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 1.82, ""wind_deg"": 91, ""precipitation"": 69.0, ""rain"": 0.77, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-10T23:30:00"", ""temperature"": 19.95, ""feels_like"": 20.56, ""humidity"": 98, ""pressure"": 1013, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 1.88, ""wind_deg"": 92, ""precipitation"": 51.0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T02:30:00"", ""temperature"": 19.67, ""feels_like"": 20.2, ""humidity"": 96, ""pressure"": 1011, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 1.53, ""wind_deg"": 96, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 100}, {""time"": ""2025-12-11T05:30:00"", ""temperature"": 19.71, ""feels_like"": 20.22, ""humidity"": 95, ""pressure"": 1012, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04n"", ""wind_speed"": 1.73, ""wind_deg"": 95, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 98}, {""time"": ""2025-12-11T08:30:00"", ""temperature"": 22.87, ""feels_like"": 23.43, ""humidity"": 85, ""pressure"": 1014, ""weather"": ""Clouds"", ""description"": ""overcast clouds"", ""weather_id"": 804, ""weather_icon"": ""04d"", ""wind_speed"": 1.57, ""wind_deg"": 79, ""precipitation"": 0, ""rain"": 0, ""snow"": 0, ""clouds"": 94}, {""time"": ""2025-12-11T11:30:00"", ""temperature"": 26.87, ""feels_like"": 28.34, ""humidity"": 66, ""pressure"": 1012, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.56, ""wind_deg"": 53, ""precipitation"": 31.0, ""rain"": 0.11, ""snow"": 0, ""clouds"": 93}, {""time"": ""2025-12-11T14:30:00"", ""temperature"": 25.16, ""feels_like"": 25.79, ""humidity"": 79, ""pressure"": 1009, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.59, ""wind_deg"": 34, ""precipitation"": 100, ""rain"": 1.84, ""snow"": 0, ""clouds"": 90}, {""time"": ""2025-12-11T17:30:00"", ""temperature"": 22.32, ""feels_like"": 23.09, ""humidity"": 95, ""pressure"": 1011, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10d"", ""wind_speed"": 1.32, ""wind_deg"": 76, ""precipitation"": 100, ""rain"": 2.05, ""snow"": 0, ""clouds"": 80}, {""time"": ""2025-12-11T20:30:00"", ""temperature"": 20.32, ""feels_like"": 21.02, ""humidity"": 100, ""pressure"": 1013, ""weather"": ""Rain"", ""description"": ""light rain"", ""weather_id"": 500, ""weather_icon"": ""10n"", ""wind_speed"": 1.73, ""wind_deg"": 94, ""precipitation"": 99.0, ""rain"": 0.78, ""snow"": 0, ""clouds"": 58}]",2025-12-09 22:47:07.739747
