id,title,description,category,subcategory,location,severity,source,source_id,start_time,end_time,created_at,is_active
1765380760527,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765380760,2025-12-10T21:02:40.527261,2025-12-11T21:02:40.527269,2025-12-10T21:02:40.527353,True
1765380760531,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765380760,2025-12-10T21:02:40.531346,2025-12-11T21:02:40.531363,2025-12-10T21:02:40.531594,True
1765380760539,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765380760,2025-12-10T21:02:40.539677,2025-12-11T21:02:40.539687,2025-12-10T21:02:40.539824,True
1765380761357,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765380760521,2025-12-10T21:02:41.357787,2025-12-11T21:02:41.357797,2025-12-10T21:02:41.357908,True
1765380761428,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765380760515,2025-12-10T21:02:41.428953,2025-12-11T21:02:41.428966,2025-12-10T21:02:41.429282,True
1765380761503,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765380760511,2025-12-10T21:02:41.503761,2025-12-11T21:02:41.503798,2025-12-10T21:02:41.505537,True
1765380761634,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765380449778,2025-12-10T21:02:41.634936,2025-12-11T21:02:41.634942,2025-12-10T21:02:41.635006,True
1765380761707,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765380449765,2025-12-10T21:02:41.707799,2025-12-11T21:02:41.707811,2025-12-10T21:02:41.707939,True
1765380761768,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765380449750,2025-12-10T21:02:41.768709,2025-12-11T21:02:41.768720,2025-12-10T21:02:41.768845,True
1765380761805,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765380216226,2025-12-10T21:02:41.805717,2025-12-11T21:02:41.805722,2025-12-10T21:02:41.805777,True
1765380761858,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765380216214,2025-12-10T21:02:41.858299,2025-12-11T21:02:41.858303,2025-12-10T21:02:41.858351,True
1765380761901,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765380216207,2025-12-10T21:02:41.901143,2025-12-11T21:02:41.901147,2025-12-10T21:02:41.901197,True
1765381049339,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765381049,2025-12-10T21:07:29.339275,2025-12-11T21:07:29.339283,2025-12-10T21:07:29.339378,True
1765381049345,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765381049,2025-12-10T21:07:29.345686,2025-12-11T21:07:29.345700,2025-12-10T21:07:29.345862,True
1765381049353,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765381049,2025-12-10T21:07:29.353637,2025-12-11T21:07:29.353647,2025-12-10T21:07:29.353753,True
1765381049358,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765381049,2025-12-10T21:07:29.358839,2025-12-11T21:07:29.358845,2025-12-10T21:07:29.358914,True
1765381049371,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765381049,2025-12-10T21:07:29.371042,2025-12-11T21:07:29.371060,2025-12-10T21:07:29.371241,True
1765381049385,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765381049,2025-12-10T21:07:29.385861,2025-12-11T21:07:29.385886,2025-12-10T21:07:29.386259,True
1765381355741,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765381355,2025-12-10T21:12:35.741234,2025-12-11T21:12:35.741279,2025-12-10T21:12:35.741934,True
1765381355766,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765381355,2025-12-10T21:12:35.765969,2025-12-11T21:12:35.766019,2025-12-10T21:12:35.766556,True
1765381355781,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765381355,2025-12-10T21:12:35.781236,2025-12-11T21:12:35.781249,2025-12-10T21:12:35.781429,True
1765381355789,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765381355,2025-12-10T21:12:35.789618,2025-12-11T21:12:35.789628,2025-12-10T21:12:35.789915,True
1765381355804,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765381355,2025-12-10T21:12:35.804745,2025-12-11T21:12:35.804762,2025-12-10T21:12:35.805110,True
1765381355819,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765381355,2025-12-10T21:12:35.819656,2025-12-11T21:12:35.819666,2025-12-10T21:12:35.819812,True
1765381357358,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765381355776,2025-12-10T21:12:37.358610,2025-12-11T21:12:37.358620,2025-12-10T21:12:37.358750,True
1765381357400,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765381355760,2025-12-10T21:12:37.400329,2025-12-11T21:12:37.400340,2025-12-10T21:12:37.400473,True
1765381357441,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765381355735,2025-12-10T21:12:37.441473,2025-12-11T21:12:37.441481,2025-12-10T21:12:37.441586,True
