id,title,description,category,subcategory,location,severity,source,source_id,start_time,end_time,created_at,is_active
1765372538353,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765372538,2025-12-10T18:45:38.353533,2025-12-11T18:45:38.353545,2025-12-10T18:45:38.353738,True
1765372538374,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765372538,2025-12-10T18:45:38.374842,2025-12-11T18:45:38.374864,2025-12-10T18:45:38.375736,True
1765372538398,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765372538,2025-12-10T18:45:38.398031,2025-12-11T18:45:38.398075,2025-12-10T18:45:38.399710,True
1765372538423,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765372538,2025-12-10T18:45:38.423474,2025-12-11T18:45:38.423519,2025-12-10T18:45:38.424484,True
1765372538463,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765372538,2025-12-10T18:45:38.463115,2025-12-11T18:45:38.463147,2025-12-10T18:45:38.464367,True
1765372538496,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765372538,2025-12-10T18:45:38.496016,2025-12-11T18:45:38.496061,2025-12-10T18:45:38.496639,True
1765372656501,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765372538391,2025-12-10T18:47:36.501417,2025-12-11T18:47:36.501425,2025-12-10T18:47:36.501537,True
1765372656569,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765372538369,2025-12-10T18:47:36.569825,2025-12-11T18:47:36.569835,2025-12-10T18:47:36.569969,True
1765372656628,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765372538350,2025-12-10T18:47:36.628884,2025-12-11T18:47:36.628895,2025-12-10T18:47:36.629035,True
1765372656728,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765372153180,2025-12-10T18:47:36.728661,2025-12-11T18:47:36.728695,2025-12-10T18:47:36.729111,True
1765372656853,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765372153173,2025-12-10T18:47:36.853490,2025-12-11T18:47:36.853533,2025-12-10T18:47:36.854026,True
1765372656960,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765372153157,2025-12-10T18:47:36.960828,2025-12-11T18:47:36.960869,2025-12-10T18:47:36.961379,True
1765372914086,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765372914,2025-12-10T18:51:54.086336,2025-12-11T18:51:54.086346,2025-12-10T18:51:54.086492,True
1765372914092,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765372914,2025-12-10T18:51:54.092212,2025-12-11T18:51:54.092223,2025-12-10T18:51:54.092373,True
1765372914097,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765372914,2025-12-10T18:51:54.097408,2025-12-11T18:51:54.097416,2025-12-10T18:51:54.097532,True
1765372914100,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765372914,2025-12-10T18:51:54.100953,2025-12-11T18:51:54.100963,2025-12-10T18:51:54.101103,True
1765372914108,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765372914,2025-12-10T18:51:54.108396,2025-12-11T18:51:54.108407,2025-12-10T18:51:54.108553,True
1765372914122,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765372914,2025-12-10T18:51:54.122463,2025-12-11T18:51:54.122505,2025-12-10T18:51:54.122677,True
1765373139123,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373139,2025-12-10T18:55:39.123554,2025-12-11T18:55:39.123878,2025-12-10T18:55:39.124295,True
1765373139136,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373139,2025-12-10T18:55:39.136579,2025-12-11T18:55:39.136589,2025-12-10T18:55:39.136722,True
1765373139144,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373139,2025-12-10T18:55:39.144825,2025-12-11T18:55:39.144849,2025-12-10T18:55:39.145359,True
1765373139167,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765373139,2025-12-10T18:55:39.167444,2025-12-11T18:55:39.167493,2025-12-10T18:55:39.168137,True
1765373139197,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765373139,2025-12-10T18:55:39.197350,2025-12-11T18:55:39.197397,2025-12-10T18:55:39.197980,True
1765373139229,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765373139,2025-12-10T18:55:39.229167,2025-12-11T18:55:39.229181,2025-12-10T18:55:39.229362,True
1765373255939,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373139140,2025-12-10T18:57:35.939815,2025-12-11T18:57:35.939819,2025-12-10T18:57:35.939870,True
1765373255991,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373139134,2025-12-10T18:57:35.991690,2025-12-11T18:57:35.991703,2025-12-10T18:57:35.991862,True
1765373256022,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373139112,2025-12-10T18:57:36.022923,2025-12-11T18:57:36.022930,2025-12-10T18:57:36.023016,True
1765373256083,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765372914096,2025-12-10T18:57:36.083560,2025-12-11T18:57:36.083576,2025-12-10T18:57:36.083955,True
1765373256173,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765372914090,2025-12-10T18:57:36.173075,2025-12-11T18:57:36.173085,2025-12-10T18:57:36.173205,True
1765373256237,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765372914083,2025-12-10T18:57:36.237053,2025-12-11T18:57:36.237078,2025-12-10T18:57:36.237421,True
1765373399721,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373399,2025-12-10T18:59:59.721037,2025-12-11T18:59:59.721042,2025-12-10T18:59:59.721139,True
1765373399725,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373399,2025-12-10T18:59:59.725938,2025-12-11T18:59:59.725954,2025-12-10T18:59:59.726161,True
1765373399728,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373399,2025-12-10T18:59:59.728737,2025-12-11T18:59:59.728743,2025-12-10T18:59:59.728826,True
1765373399732,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765373399,2025-12-10T18:59:59.732302,2025-12-11T18:59:59.732315,2025-12-10T18:59:59.732445,True
1765373399739,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765373399,2025-12-10T18:59:59.739512,2025-12-11T18:59:59.739530,2025-12-10T18:59:59.739731,True
1765373399745,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765373399,2025-12-10T18:59:59.745306,2025-12-11T18:59:59.745311,2025-12-10T18:59:59.745380,True
1765373724730,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373724,2025-12-10T19:05:24.730067,2025-12-11T19:05:24.730078,2025-12-10T19:05:24.730232,True
1765373724745,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373724,2025-12-10T19:05:24.745059,2025-12-11T19:05:24.745069,2025-12-10T19:05:24.745704,True
1765373724751,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373724,2025-12-10T19:05:24.751471,2025-12-11T19:05:24.751484,2025-12-10T19:05:24.751643,True
1765373724757,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765373724,2025-12-10T19:05:24.756998,2025-12-11T19:05:24.757011,2025-12-10T19:05:24.757195,True
1765373724770,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765373724,2025-12-10T19:05:24.770245,2025-12-11T19:05:24.770278,2025-12-10T19:05:24.770449,True
1765373724789,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765373724,2025-12-10T19:05:24.789762,2025-12-11T19:05:24.789782,2025-12-10T19:05:24.789969,True
1765373856793,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373724749,2025-12-10T19:07:36.793969,2025-12-11T19:07:36.793978,2025-12-10T19:07:36.794096,True
1765373856899,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373724743,2025-12-10T19:07:36.899537,2025-12-11T19:07:36.899550,2025-12-10T19:07:36.899884,True
1765373857025,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373724728,2025-12-10T19:07:37.024951,2025-12-11T19:07:37.024995,2025-12-10T19:07:37.025627,True
1765373857142,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373399728,2025-12-10T19:07:37.141808,2025-12-11T19:07:37.142129,2025-12-10T19:07:37.144410,True
1765373857269,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373399724,2025-12-10T19:07:37.269239,2025-12-11T19:07:37.269272,2025-12-10T19:07:37.269796,True
1765373857396,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373399720,2025-12-10T19:07:37.395972,2025-12-11T19:07:37.396016,2025-12-10T19:07:37.396532,True
1765373989024,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373989,2025-12-10T19:09:49.024876,2025-12-11T19:09:49.024881,2025-12-10T19:09:49.024961,True
1765373989026,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373989,2025-12-10T19:09:49.026850,2025-12-11T19:09:49.026855,2025-12-10T19:09:49.026947,True
1765373989029,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373989,2025-12-10T19:09:49.029957,2025-12-11T19:09:49.029962,2025-12-10T19:09:49.030019,True
1765373989032,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765373989,2025-12-10T19:09:49.032192,2025-12-11T19:09:49.032196,2025-12-10T19:09:49.032247,True
1765373989034,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765373989,2025-12-10T19:09:49.034671,2025-12-11T19:09:49.034676,2025-12-10T19:09:49.034733,True
1765373989037,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765373989,2025-12-10T19:09:49.037980,2025-12-11T19:09:49.037984,2025-12-10T19:09:49.038033,True
1765374336247,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765374336,2025-12-10T19:15:36.247614,2025-12-11T19:15:36.247644,2025-12-10T19:15:36.248023,True
1765374336255,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765374336,2025-12-10T19:15:36.255654,2025-12-11T19:15:36.255666,2025-12-10T19:15:36.255819,True
1765374336260,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765374336,2025-12-10T19:15:36.260899,2025-12-11T19:15:36.260909,2025-12-10T19:15:36.261059,True
1765374336268,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765374336,2025-12-10T19:15:36.268800,2025-12-11T19:15:36.268819,2025-12-10T19:15:36.269090,True
1765374336277,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765374336,2025-12-10T19:15:36.277031,2025-12-11T19:15:36.277041,2025-12-10T19:15:36.277190,True
1765374336287,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765374336,2025-12-10T19:15:36.287642,2025-12-11T19:15:36.287653,2025-12-10T19:15:36.287791,True
1765374456787,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765374336259,2025-12-10T19:17:36.787106,2025-12-11T19:17:36.787111,2025-12-10T19:17:36.787169,True
1765374456860,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765374336252,2025-12-10T19:17:36.860140,2025-12-11T19:17:36.860144,2025-12-10T19:17:36.860203,True
1765374456906,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765374336245,2025-12-10T19:17:36.906381,2025-12-11T19:17:36.906393,2025-12-10T19:17:36.906547,True
1765374456951,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765373989029,2025-12-10T19:17:36.951032,2025-12-11T19:17:36.951037,2025-12-10T19:17:36.951113,True
1765374457000,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765373989026,2025-12-10T19:17:37.000066,2025-12-11T19:17:37.000079,2025-12-10T19:17:37.000271,True
1765374457071,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765373989023,2025-12-10T19:17:37.071848,2025-12-11T19:17:37.071857,2025-12-10T19:17:37.071955,True
1765374692373,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765374692,2025-12-10T19:21:32.373544,2025-12-11T19:21:32.373548,2025-12-10T19:21:32.373725,True
1765374692380,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765374692,2025-12-10T19:21:32.380262,2025-12-11T19:21:32.380279,2025-12-10T19:21:32.380501,True
1765374692385,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765374692,2025-12-10T19:21:32.385682,2025-12-11T19:21:32.385685,2025-12-10T19:21:32.385741,True
1765374692387,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",weather,rainfall_alerts,Sri Lanka,medium,news,news_1765374692,2025-12-10T19:21:32.387115,2025-12-11T19:21:32.387120,2025-12-10T19:21:32.387195,True
1765374692391,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,weather,landslides,Sri Lanka,medium,news,news_1765374692,2025-12-10T19:21:32.391028,2025-12-11T19:21:32.391035,2025-12-10T19:21:32.391330,True
1765374692395,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,government,government_general,Sri Lanka,medium,news,news_1765374692,2025-12-10T19:21:32.395001,2025-12-11T19:21:32.395016,2025-12-10T19:21:32.395194,True
1765374692785,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,weather,floods,Sri Lanka,high,news,news_1765374692385,2025-12-10T19:21:32.785813,2025-12-11T19:21:32.785817,2025-12-10T19:21:32.785881,True
1765374692820,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",weather,floods,Sri Lanka,high,news,news_1765374692378,2025-12-10T19:21:32.820413,2025-12-11T19:21:32.820418,2025-12-10T19:21:32.820484,True
1765374692855,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765374692373,2025-12-10T19:21:32.855944,2025-12-11T19:21:32.855948,2025-12-10T19:21:32.856005,True
1765374836531,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,safety,rescue_operations,Sri Lanka,high,news,news_1765374836,2025-12-10T19:23:56.531512,2025-12-11T19:23:56.531523,2025-12-10T19:23:56.531669,True
